"tier","id","designation","messier","name_en","name_ja","type","vMag","majorAxisArcmin","con"
"2","NGC5533","NGC 5533","","","","G","11.81","2.86","Boo"
"2","NGC5688","NGC 5688","","","","G","11.81","4.13","Lup"
"2","NGC5985","NGC 5985","","","","G","11.81","3.98","Dra"
"2","IC0131","IC 131","","","","EN","11.82","0.3","Tri"
"2","IC0750","IC 750","","","","G","11.82","2.11","UMa"
"2","IC4402","IC 4402","","","","G","11.82","5.78","Lup"
"2","IC4721","IC 4721","","","","G","11.82","5.3","Pav"
"2","NGC0266","NGC 266","","","","G","11.82","2.92","Psc"
"2","NGC1060","NGC 1060","","","","G","11.82","2.36","Tri"
"2","NGC1406","NGC 1406","","","","G","11.82","4.5","For"
"2","NGC2713","NGC 2713","","","","G","11.82","3.37","Hya"
"2","NGC3769","NGC 3769","","","","G","11.82","2.82","UMa"
"2","NGC5556","NGC 5556","","","","G","11.82","3.45","Hya"
"2","NGC5964","NGC 5964","","","","G","11.82","3.42","Se1"
"2","NGC6181","NGC 6181","","","","G","11.82","2.39","Her"
"2","IC0520","IC 520","","","","G","11.83","2.1","Cam"
"2","NGC3450","NGC 3450","","","","G","11.83","2.61","Hya"
"2","NGC3619","NGC 3619","","","","G","11.83","3.89","UMa"
"2","NGC4219","NGC 4219","","","","G","11.83","3.75","Cen"
"2","NGC4237","NGC 4237","","","","G","11.83","1.82","Com"
"2","NGC4645","NGC 4645","","","","G","11.83","1.97","Cen"
"2","NGC4874","NGC 4874","","","","G","11.83","2.29","Com"
"2","NGC6412","NGC 6412","","","","G","11.83","2.13","Dra"
"2","IC4441","IC 4441","","","","G","11.84","1.95","Lup"
"2","IC5011","IC 5011","","","","G","11.84","3.01","Mic"
"2","NGC1452","NGC 1452","","","","G","11.84","2.39","Eri"
"2","NGC2749","NGC 2749","","","","G","11.84","1.92","Cnc"
"2","NGC3842","NGC 3842","","","","G","11.84","2.14","Leo"
"2","NGC3955","NGC 3955","","","","G","11.84","4.15","Crt"
"2","NGC4189","NGC 4189","","","","G","11.84","2.2","Com"
"2","NGC4951","NGC 4951","","","","G","11.84","3.14","Vir"
"2","NGC6654","NGC 6654","","","","G","11.84","2.91","Dra"
"2","NGC6851","NGC 6851","","","","G","11.84","2.18","Tel"
"2","NGC7392","NGC 7392","","","","G","11.84","2.24","Aqr"
"2","NGC0897","NGC 897","","","","G","11.85","2.01","For"
"2","NGC1688","NGC 1688","","","","G","11.85","2.47","Dor"
"2","NGC4389","NGC 4389","","","","G","11.85","2.51","CVn"
"2","NGC4462","NGC 4462","","","","G","11.85","3.6","Crv"
"2","NGC5079","NGC 5079","","","","G","11.85","1.38","Vir"
"2","NGC5791","NGC 5791","","","","G","11.85","2.71","Lib"
"2","NGC7744","NGC 7744","","","","G","11.85","2.48","Phe"
"2","NGC0877","NGC 877","","","","G","11.86","1.92","Ari"
"2","NGC1386","NGC 1386","","","","G","11.86","3.59","Eri"
"2","NGC2693","NGC 2693","","","","G","11.86","2","UMa"
"2","NGC2698","NGC 2698","","","","G","11.86","1.47","Hya"
"2","NGC2815","NGC 2815","","","","G","11.86","3.51","Hya"
"2","NGC2872","NGC 2872","","","","G","11.86","1.75","Leo"
"2","NGC4632","NGC 4632","","","","G","11.86","2.56","Vir"
"2","NGC4945","NGC 4945","","","","G","11.86","23.33","Cen"
"2","NGC5156","NGC 5156","","","","G","11.86","2.54","Cen"
"2","NGC5444","NGC 5444","","","","G","11.86","2.48","CVn"
"2","NGC6411","NGC 6411","","","","G","11.86","1.76","Dra"
"2","NGC6770","NGC 6770","","","","G","11.86","2.39","Pav"
"2","NGC7454","NGC 7454","","","","G","11.86","1.54","Peg"
"2","IC2056","IC 2056","","","","G","11.87","1.85","Ret"
"2","NGC0681","NGC 681","","","","G","11.87","2.47","Cet"
"2","NGC2223","NGC 2223","","","","G","11.87","2.82","CMa"
"2","NGC2258","NGC 2258","","","","G","11.87","3.02","Cam"
"2","NGC2983","NGC 2983","","","","G","11.87","2.37","Hya"
"2","NGC3346","NGC 3346","","","","G","11.87","2.64","Leo"
"2","NGC3885","NGC 3885","","","","G","11.87","2.74","Hya"
"2","NGC4102","NGC 4102","","","","G","11.87","2.94","UMa"
"2","NGC4580","NGC 4580","","","","G","11.87","1.87","Vir"
"2","NGC5326","NGC 5326","","","","G","11.87","2.18","CVn"
"2","IC4931","IC 4931","","","","G","11.88","2.28","Sgr"
"2","NGC1272","NGC 1272","","","","G","11.88","2.55","Per"
"2","NGC2648","NGC 2648","","","","G","11.88","3.15","Cnc"
"2","NGC2962","NGC 2962","","","","G","11.88","2.31","Hya"
"2","NGC3158","NGC 3158","","","","G","11.88","2.32","LMi"
"2","NGC4592","NGC 4592","","","","G","11.88","4.1","Vir"
"2","NGC5448","NGC 5448","","","","G","11.88","3.77","UMa"
"2","NGC6438A","NGC 6438A","","","","G","11.88","3.44","Oct"
"2","NGC7456","NGC 7456","","","","G","11.88","5.15","Gru"
"2","NGC0949","NGC 949","","","","G","11.89","3.1","Tri"
"2","NGC1161","NGC 1161","","","","G","11.89","2.69","Per"
"2","NGC2732","NGC 2732","","","","G","11.89","1.81","Cam"
"2","NGC2750","NGC 2750","","","","G","11.89","2.03","Cnc"
"2","NGC3402","NGC 3402","","","","G","11.89","1.85","Hya"
"2","NGC5333","NGC 5333","","","","G","11.89","2.18","Cen"
"2","NGC5786","NGC 5786","","","","G","11.89","2.4","Cen"
"2","NGC5908","NGC 5908","","","","G","11.89","3.37","Dra"
"2","NGC6962","NGC 6962","","","","G","11.89","2.7","Aqr"
"2","NGC7232","NGC 7232","","","","G","11.89","2.86","Gru"
"2","IC0351","IC 351","","","","PN","11.9","0.12","Per"
"2","IC0421","IC 421","","","","G","11.9","2.96","Ori"
"2","IC1993","IC 1993","","","","G","11.9","2.81","For"
"2","IC4846","IC 4846","","","","PN","11.9","0.03","Aql"
"2","NGC0680","NGC 680","","","","G","11.9","1.69","Ari"
"2","NGC2523","NGC 2523","","","","G","11.9","2.79","Cam"
"2","NGC4452","NGC 4452","","","","G","11.9","3.36","Vir"
"2","NGC4606","NGC 4606","","","","G","11.9","2.47","Vir"
"2","NGC5740","NGC 5740","","","","G","11.9","2.7","Vir"
"2","NGC6751","NGC 6751","","","","PN","11.9","0.34","Aql"
"2","NGC7168","NGC 7168","","","","G","11.9","2.23","Ind"
"2","NGC1366","NGC 1366","","","","G","11.91","2.05","For"
"2","NGC4939","NGC 4939","","","","G","11.91","5.71","Vir"
"2","NGC5529","NGC 5529","","","","G","11.91","5.79","Boo"
"2","NGC5660","NGC 5660","","","","G","11.91","2.64","Boo"
"2","NGC5665","NGC 5665","","","","G","11.91","1.88","Boo"
"2","NGC6166","NGC 6166","","","","G","11.91","2.14","Her"
"2","NGC7218","NGC 7218","","","","G","11.91","2.55","Aqr"
"2","IC4946","IC 4946","","","","G","11.92","2.5","Sgr"
"2","NGC1265","NGC 1265","","","","G","11.92","1.9","Per"
"2","NGC1888","NGC 1888","","","","G","11.92","3.32","Lep"
"2","NGC2517","NGC 2517","","","","G","11.92","1.74","Pup"
"2","NGC3681","NGC 3681","","","","G","11.92","1.74","Leo"
"2","NGC4532","NGC 4532","","","","G","11.92","2.49","Vir"
"2","NGC5153","NGC 5153","","","","G","11.92","2.44","Hya"
"2","NGC5292","NGC 5292","","","","G","11.92","2.29","Cen"
"2","NGC7095","NGC 7095","","","","G","11.92","2.71","Oct"
"2","IC5186","IC 5186","","","","G","11.93","2.11","Gru"
"2","NGC0255","NGC 255","","","","G","11.93","2.04","Cet"
"2","NGC3691","NGC 3691","","","","G","11.93","1.49","Leo"
"2","NGC4454","NGC 4454","","","","G","11.93","2.17","Vir"
"2","NGC5833","NGC 5833","","","","G","11.93","3.1","Aps"
"2","NGC2272","NGC 2272","","","","G","11.94","2.19","CMa"
"2","NGC2320","NGC 2320","","","","G","11.94","1.48","Lyn"
"2","NGC3044","NGC 3044","","","","G","11.94","4.2","Sex"
"2","NGC3147","NGC 3147","","","","G","11.94","4.11","Dra"
"2","NGC4233","NGC 4233","","","","G","11.94","2.34","Vir"
"2","NGC5532","NGC 5532","","","","G","11.94","2.34","Boo"
"2","NGC6492","NGC 6492","","","","G","11.94","2.38","Pav"
"2","NGC6861D","NGC 6861D","","","","G","11.94","2.36","Tel"
"2","NGC6870","NGC 6870","","","","G","11.94","2.56","Tel"
"2","NGC1494","NGC 1494","","","","G","11.95","3.51","Hor"
"2","NGC2836","NGC 2836","","","","G","11.95","1.66","Car"
"2","NGC3281","NGC 3281","","","","G","11.95","3.1","Ant"
"2","NGC4223","NGC 4223","","","","G","11.95","2.02","Vir"
"2","NGC4425","NGC 4425","","","","G","11.95","3.08","Vir"
"2","NGC4430","NGC 4430","","","","G","11.95","2.02","Vir"
"2","NGC7007","NGC 7007","","","","G","11.95","3.39","Ind"
"2","NGC7600","NGC 7600","","","","G","11.95","2.09","Aqr"
"2","IC0983","IC 983","","","","G","11.96","2.32","Boo"
"2","IC1953","IC 1953","","","","G","11.96","2.26","Eri"
"2","NGC0955","NGC 955","","","","G","11.96","2.72","Cet"
"2","NGC2502","NGC 2502","","","","G","11.96","2.21","Car"
"2","NGC2591","NGC 2591","","","","G","11.96","2.95","Cam"
"2","NGC2708","NGC 2708","","","","G","11.96","2.93","Hya"
"2","NGC3098","NGC 3098","","","","G","11.96","2.33","Leo"
"2","NGC4128","NGC 4128","","","","G","11.96","2.21","Dra"
"2","NGC4215","NGC 4215","","","","G","11.96","1.69","Vir"
"2","NGC4880","NGC 4880","","","","G","11.96","2.63","Vir"
"2","NGC4904","NGC 4904","","","","G","11.96","1.99","Vir"
"2","NGC5172","NGC 5172","","","","G","11.96","2.38","Com"
"2","NGC5670","NGC 5670","","","","G","11.96","2.59","Lup"
"2","NGC6012","NGC 6012","","","","G","11.96","1.77","Se1"
"2","NGC6483","NGC 6483","","","","G","11.96","1.83","Pav"
"2","NGC6574","NGC 6574","","","","G","11.96","1.57","Her"
"2","NGC7167","NGC 7167","","","","G","11.96","1.83","Aqr"
"2","IC2533","IC 2533","","","","G","11.97","2.04","Ant"
"2","IC4845","IC 4845","","","","G","11.97","1.95","Pav"
"2","NGC0674","NGC 674","","","","G","11.97","3.81","Ari"
"2","NGC0812","NGC 812","","","","G","11.97","2.74","And"
"2","NGC1090","NGC 1090","","","","G","11.97","3.31","Cet"
"2","NGC1305","NGC 1305","","","","G","11.97","1.33","Eri"
"2","NGC1653","NGC 1653","","","","G","11.97","1.79","Eri"
"2","NGC2397","NGC 2397","","","","G","11.97","2.51","Vol"
"2","NGC2634","NGC 2634","","","","G","11.97","1.72","Cam"
"2","NGC2845","NGC 2845","","","","G","11.97","1.87","Vel"
"2","NGC3183","NGC 3183","","","","G","11.97","2.22","Dra"
"2","NGC4235","NGC 4235","","","","G","11.97","4.41","Vir"
"2","NGC4528","NGC 4528","","","","G","11.97","1.6","Vir"
"2","NGC6487","NGC 6487","","","","G","11.97","1.8","Her"
"2","NGC6920","NGC 6920","","","","G","11.97","2.3","Oct"
"2","NGC6942","NGC 6942","","","","G","11.97","2.24","Ind"
"2","NGC7096","NGC 7096","","","","G","11.97","2.1","Ind"
"2","NGC0023","NGC 23","","","","G","11.98","1.55","Peg"
"2","NGC3285","NGC 3285","","","","G","11.98","2.97","Hya"
"2","NGC3448","NGC 3448","","","","G","11.98","2.97","UMa"
"2","NGC4256","NGC 4256","","","","G","11.98","3.87","Dra"
"2","NGC4551","NGC 4551","","","","G","11.98","1.71","Vir"
"2","NGC5264","NGC 5264","","","","G","11.98","2.97","Hya"
"2","NGC5389","NGC 5389","","","","G","11.98","3.27","UMa"
"2","NGC6156","NGC 6156","","","","G","11.98","1.87","TrA"
"2","NGC6782","NGC 6782","","","","G","11.98","2.45","Pav"
"2","NGC7173","NGC 7173","","","","G","11.98","1.88","PsA"
"2","NGC3666","NGC 3666","","","","G","11.99","3.44","Leo"
"2","NGC4492","NGC 4492","","","","G","11.99","2.11","Vir"
"2","NGC5516","NGC 5516","","","","G","11.99","2.39","Cen"
"2","NGC6395","NGC 6395","","","","G","11.99","2.25","Dra"
"2","NGC6909","NGC 6909","","","","G","11.99","2.36","Tel"
"2","NGC7421","NGC 7421","","","","G","11.99","2.38","Gru"
"2","IC1747","IC 1747","","","","PN","12","0.22","Cas"
"2","IC2145","IC 2145","","","","EN","12","0.19","Dor"
"2","IC2522","IC 2522","","","","G","12","2.3","Ant"
"2","IC2627","IC 2627","","","","G","12","2.4","Crt"
"2","IC4710","IC 4710","","","","G","12","3.49","Pav"
"2","NGC0016","NGC 16","","","","G","12","1.74","Peg"
"2","NGC0676","NGC 676","","","","G","12","2.75","Psc"
"2","NGC0922","NGC 922","","","","G","12","2.1","For"
"2","NGC1179","NGC 1179","","","","G","12","3.67","Eri"
"2","NGC1941","NGC 1941","","","","CN","12","0.9","Dor"
"2","NGC1985","NGC 1985","","","","RN","12","0.68","Aur"
"2","NGC2086","NGC 2086","","","","EN","12","0.85","Dor"
"2","NGC2452","NGC 2452","","","","PN","12","0.32","Pup"
"2","NGC3145","NGC 3145","","","","G","12","2.87","Hya"
"2","NGC4519","NGC 4519","","","","G","12","2.33","Vir"
"2","NGC4915","NGC 4915","","","","G","12","1.64","Vir"
"2","NGC6125","NGC 6125","","","","G","12","1.38","Dra"
"2","NGC6804","NGC 6804","","","","PN","12","0.58","Aql"
"2","NGC6807","NGC 6807","","","","PN","12","0.03","Aql"
"2","NGC6935","NGC 6935","","","","G","12","2.18","Ind"
"2","NGC1914","NGC 1914","","","","CN","12.01","1.5","Men"
"2","NGC3599","NGC 3599","","","","G","12.01","2.4","Leo"
"2","NGC3963","NGC 3963","","","","G","12.01","2.52","UMa"
"2","NGC4094","NGC 4094","","","","G","12.01","4.4","Crv"
"2","NGC4307","NGC 4307","","","","G","12.01","3.44","Vir"
"2","NGC5357","NGC 5357","","","","G","12.01","2.18","Cen"
"2","NGC6923","NGC 6923","","","","G","12.01","2.54","Mic"
"2","NGC7196","NGC 7196","","","","G","12.01","2.76","Ind"
"2","IC4704","IC 4704","","","","G","12.02","2.7","Pav"
"2","NGC0357","NGC 357","","","","G","12.02","2.11","Cet"
"2","NGC0783","NGC 783","","","","G","12.02","1.38","Tri"
"2","NGC2554","NGC 2554","","","","G","12.02","2.04","Cnc"
"2","NGC2695","NGC 2695","","","","G","12.02","1.63","Hya"
"2","NGC3683A","NGC 3683A","","","","G","12.02","2.03","UMa"
"2","NGC4008","NGC 4008","","","","G","12.02","2.07","Leo"
"2","NGC4116","NGC 4116","","","","G","12.02","2.57","Vir"
"2","NGC4488","NGC 4488","","","","G","12.02","2.75","Vir"
"2","NGC5595","NGC 5595","","","","G","12.02","2.12","Lib"
"2","NGC5864","NGC 5864","","","","G","12.02","2.49","Vir"
"2","NGC7371","NGC 7371","","","","G","12.02","2.09","Aqr"
"2","NGC1723","NGC 1723","","","","G","12.03","3.03","Eri"
"2","NGC4550","NGC 4550","","","","G","12.03","3.16","Vir"
"2","NGC4648","NGC 4648","","","","G","12.03","1.41","Dra"
"2","NGC4771","NGC 4771","","","","G","12.03","3.1","Vir"
"2","NGC4814","NGC 4814","","","","G","12.03","2.75","UMa"
"2","NGC6875","NGC 6875","","","","G","12.03","2.15","Tel"
"2","NGC0434","NGC 434","","","","G","12.04","2.24","Tuc"
"2","NGC1954","NGC 1954","","","","G","12.04","3.62","Lep"
"2","NGC3389","NGC 3389","","","","G","12.04","2.68","Leo"
"2","NGC5064","NGC 5064","","","","G","12.04","2.7","Cen"
"2","NGC5188","NGC 5188","","","","G","12.04","3.41","Cen"
"2","NGC6721","NGC 6721","","","","G","12.04","1.9","Pav"
"2","IC1438","IC 1438","","","","G","12.05","2.33","Aqr"
"2","IC2367","IC 2367","","","","G","12.05","2.45","Pup"
"2","IC4386","IC 4386","","","","G","12.05","2.57","Cen"
"2","NGC4294","NGC 4294","","","","G","12.05","2.69","Vir"
"2","NGC4539","NGC 4539","","","","G","12.05","2.74","Com"
"2","NGC5468","NGC 5468","","","","G","12.05","2.28","Vir"
"2","NGC5490","NGC 5490","","","","G","12.05","1.66","Boo"
"2","NGC5949","NGC 5949","","","","G","12.05","1.84","Dra"
"2","NGC6788","NGC 6788","","","","G","12.05","3.2","Tel"
"2","NGC7391","NGC 7391","","","","G","12.05","1.49","Aqr"
"2","IC0466","IC 466","","","","EN","12.06","1","Mon"
"2","IC2552","IC 2552","","","","G","12.06","1.87","Ant"
"2","IC2560","IC 2560","","","","G","12.06","3.55","Ant"
"2","NGC1393","NGC 1393","","","","G","12.06","1.88","Eri"
"2","NGC2085","NGC 2085","","","","EN","12.06","0.95","Dor"
"2","NGC2493","NGC 2493","","","","G","12.06","1.87","Lyn"
"2","NGC3055","NGC 3055","","","","G","12.06","1.96","Sex"
"2","NGC3395","NGC 3395","","","","G","12.06","1.6","LMi"
"2","NGC3742","NGC 3742","","","","G","12.06","2.6","Cen"
"2","NGC4047","NGC 4047","","","","G","12.06","1.53","UMa"
"2","NGC4290","NGC 4290","","","","G","12.06","2.19","UMa"
"2","NGC4498","NGC 4498","","","","G","12.06","2.88","Com"
"2","NGC4789","NGC 4789","","","","G","12.06","1.66","Com"
"2","NGC4795","NGC 4795","","","","G","12.06","2.16","Vir"
"2","NGC6730","NGC 6730","","","","G","12.06","2.2","Pav"
"2","IC0438","IC 438","","","","G","12.07","2.8","Lep"
"2","NGC0782","NGC 782","","","","G","12.07","2.45","Eri"
"2","NGC2763","NGC 2763","","","","G","12.07","2.43","Hya"
"2","NGC4409","NGC 4409","","","","G","12.07","1.82","Vir"
"2","NGC5584","NGC 5584","","","","G","12.07","3.13","Vir"
"2","NGC6674","NGC 6674","","","","G","12.07","4.01","Her"
"2","NGC6776","NGC 6776","","","","G","12.07","2","Pav"
"2","IC1625","IC 1625","","","","G","12.08","1.8","Phe"
"2","IC4742","IC 4742","","","","G","12.08","2.11","Pav"
"2","IC4831","IC 4831","","","","G","12.08","3.67","Pav"
"2","NGC1417","NGC 1417","","","","G","12.08","2.52","Eri"
"2","NGC1550","NGC 1550","","","","G","12.08","1.73","Tau"
"2","NGC1620","NGC 1620","","","","G","12.08","3.48","Eri"
"2","NGC2307","NGC 2307","","","","G","12.08","1.85","Vol"
"2","NGC2344","NGC 2344","","","","G","12.08","2.07","Lyn"
"2","NGC2633","NGC 2633","","","","G","12.08","2.31","Cam"
"2","NGC2916","NGC 2916","","","","G","12.08","2.4","Leo"
"2","NGC4143","NGC 4143","","","","G","12.08","2.73","CVn"
"2","NGC5124","NGC 5124","","","","G","12.08","2.48","Cen"
"2","NGC5375","NGC 5375","","","","G","12.08","2.34","CVn"
"2","NGC5430","NGC 5430","","","","G","12.08","2.18","UMa"
"2","NGC5612","NGC 5612","","","","G","12.08","1.94","Aps"
"2","NGC6887","NGC 6887","","","","G","12.08","3.44","Tel"
"2","NGC7059","NGC 7059","","","","G","12.08","3.69","Pav"
"2","NGC0050","NGC 50","","","","G","12.09","2.04","Cet"
"2","NGC0450","NGC 450","","","","G","12.09","2.94","Cet"
"2","NGC3516","NGC 3516","","","","G","12.09","1.91","UMa"
"2","NGC4785","NGC 4785","","","","G","12.09","2.04","Cen"
"2","NGC4830","NGC 4830","","","","G","12.09","2.31","Vir"
"2","NGC5313","NGC 5313","","","","G","12.09","1.81","CVn"
"2","IC4732","IC 4732","","","","PN","12.1","0.07","Sgr"
"2","NGC0217","NGC 217","","","","G","12.1","3.2","Cet"
"2","NGC0467","NGC 467","","","","G","12.1","1.66","Psc"
"2","NGC1310","NGC 1310","","","","G","12.1","2.11","For"
"2","NGC1779","NGC 1779","","","","G","12.1","2.67","Eri"
"2","NGC3200","NGC 3200","","","","G","12.1","4.07","Hya"
"2","NGC3630","NGC 3630","","","","G","12.1","1.92","Leo"
"2","NGC3888","NGC 3888","","","","G","12.1","1.61","UMa"
"2","NGC4750","NGC 4750","","","","G","12.1","2.4","Dra"
"2","NGC6389","NGC 6389","","","","G","12.1","1.2","Her"
"2","NGC6833","NGC 6833","","","","PN","12.1","0.03","Cyg"
"2","NGC7048","NGC 7048","","","","PN","12.1","1.02","Cyg"
"2","NGC2551","NGC 2551","","","","G","12.11","1.57","Cam"
"2","NGC2848","NGC 2848","","","","G","12.11","2.69","Hya"
"2","NGC4839","NGC 4839","","","","G","12.11","2.7","Com"
"2","NGC5129","NGC 5129","","","","G","12.11","1.65","Vir"
"2","NGC7064","NGC 7064","","","","G","12.11","3.74","Ind"
"2","NGC7771","NGC 7771","","","","G","12.11","2.51","Peg"
"2","NGC7817","NGC 7817","","","","G","12.11","3.29","Peg"
"2","IC3253","IC 3253","","","","G","12.12","3.02","Cen"
"2","NGC0945","NGC 945","","","","G","12.12","2.06","Cet"
"2","NGC3329","NGC 3329","","","","G","12.12","1.91","Dra"
"2","NGC3659","NGC 3659","","","","G","12.12","1.96","Leo"
"2","NGC4434","NGC 4434","","","","G","12.12","1.42","Vir"
"2","NGC4458","NGC 4458","","","","G","12.12","1.59","Vir"
"2","NGC5963","NGC 5963","","","","G","12.12","3.14","Dra"
"2","NGC6701","NGC 6701","","","","G","12.12","1.42","Dra"
"2","NGC6849","NGC 6849","","","","G","12.12","2.15","Sgr"
"2","NGC0194","NGC 194","","","","G","12.13","1.73","Psc"
"2","NGC0529","NGC 529","","","","G","12.13","2.22","And"
"2","NGC1292","NGC 1292","","","","G","12.13","2.93","For"
"2","NGC1531","NGC 1531","","","","G","12.13","1.5","Eri"
"2","NGC2314","NGC 2314","","","","G","12.13","1.32","Cam"
"2","NGC3067","NGC 3067","","","","G","12.13","2.06","Leo"
"2","NGC3203","NGC 3203","","","","G","12.13","3.16","Hya"
"2","NGC3287","NGC 3287","","","","G","12.13","1.78","Leo"
"2","NGC4387","NGC 4387","","","","G","12.13","1.58","Vir"
"2","NGC5147","NGC 5147","","","","G","12.13","1.47","Vir"
"2","NGC7155","NGC 7155","","","","G","12.13","2.15","Ind"
"2","NGC7252","NGC 7252","","","","G","12.13","1.85","Aqr"
"2","NGC7285","NGC 7285","","","","G","12.13","2.68","Aqr"
"2","NGC7385","NGC 7385","","","","G","12.13","1.93","Peg"
"2","NGC0383","NGC 383","","","","G","12.14","2.39","Psc"
"2","NGC0665","NGC 665","","","","G","12.14","1.62","Psc"
"2","NGC0701","NGC 701","","","","G","12.14","2.24","Cet"
"2","NGC0731","NGC 731","","","","G","12.14","1.7","Cet"
"2","NGC0736","NGC 736","","","","G","12.14","1.83","Tri"
"2","NGC1482","NGC 1482","","","","G","12.14","2.46","Eri"
"2","NGC3549","NGC 3549","","","","G","12.14","2.64","UMa"
"2","NGC4104","NGC 4104","","","","G","12.14","2.5","Com"
"2","NGC5037","NGC 5037","","","","G","12.14","2.02","Vir"
"2","NGC6173","NGC 6173","","","","G","12.14","2.03","Her"
"2","NGC6739","NGC 6739","","","","G","12.14","2.65","Pav"
"2","NGC7038","NGC 7038","","","","G","12.14","3.22","Ind"
"2","NGC7678","NGC 7678","","","","G","12.14","2","Peg"
"2","NGC1376","NGC 1376","","","","G","12.15","1.86","Eri"
"2","NGC1667","NGC 1667","","","","G","12.15","1.89","Eri"
"2","NGC2227","NGC 2227","","","","G","12.15","2.27","CMa"
"2","NGC3124","NGC 3124","","","","G","12.15","2.7","Hya"
"2","NGC3263","NGC 3263","","","","G","12.15","7.83","Vel"
"2","NGC3614","NGC 3614","","","","G","12.15","2.5","UMa"
"2","NGC4955","NGC 4955","","","","G","12.15","2.34","Hya"
"2","NGC5351","NGC 5351","","","","G","12.15","2.43","CVn"
"2","NGC6305","NGC 6305","","","","G","12.15","1.69","Ara"
"2","NGC6632","NGC 6632","","","","G","12.15","2.4","Her"
"2","NGC7174","NGC 7174","","","","G","12.15","2.51","PsA"
"2","NGC7632","NGC 7632","","","","G","12.15","2.56","Gru"
"2","NGC7702","NGC 7702","","","","G","12.15","2.15","Phe"
"2","IC5156","IC 5156","","","","G","12.16","2.28","PsA"
"2","NGC0148","NGC 148","","","","G","12.16","1.98","Scl"
"2","NGC0227","NGC 227","","","","G","12.16","1.91","Cet"
"2","NGC3370","NGC 3370","","","","G","12.16","2.44","Leo"
"2","NGC3564","NGC 3564","","","","G","12.16","1.95","Cen"
"2","NGC3658","NGC 3658","","","","G","12.16","1.72","UMa"
"2","NGC5254","NGC 5254","","","","G","12.16","3.35","Vir"
"2","NGC5273","NGC 5273","","","","G","12.16","2.31","CVn"
"2","NGC5426","NGC 5426","","","","G","12.16","3.06","Vir"
"2","NGC7221","NGC 7221","","","","G","12.16","2.29","PsA"
"2","NGC0309","NGC 309","","","","G","12.17","2.23","Cet"
"2","NGC0641","NGC 641","","","","G","12.17","1.82","Phe"
"2","NGC1288","NGC 1288","","","","G","12.17","2.32","For"
"2","NGC2048","NGC 2048","","","","EN","12.17","1.4","Dor"
"2","NGC2263","NGC 2263","","","","G","12.17","2.86","CMa"
"2","NGC4206","NGC 4206","","","","G","12.17","4.69","Vir"
"2","NGC4597","NGC 4597","","","","G","12.17","3.55","Vir"
"2","NGC5112","NGC 5112","","","","G","12.17","2.99","CVn"
"2","NGC5673","NGC 5673","","","","G","12.17","2.33","Boo"
"2","NGC5892","NGC 5892","","","","G","12.17","3.05","Lib"
"2","NGC7280","NGC 7280","","","","G","12.17","2.01","Peg"
"2","IC4729","IC 4729","","","","G","12.18","1.31","Pav"
"2","IC5270","IC 5270","","","","G","12.18","3.29","PsA"
"2","NGC0958","NGC 958","","","","G","12.18","2.51","Cet"
"2","NGC1070","NGC 1070","","","","G","12.18","2.34","Cet"
"2","NGC3504","NGC 3504","","","","G","12.18","2.48","LMi"
"2","NGC4037","NGC 4037","","","","G","12.18","2.38","Com"
"2","NGC4270","NGC 4270","","","","G","12.18","1.88","Vir"
"2","NGC4319","NGC 4319","","","","G","12.18","2.45","Dra"
"2","NGC4383","NGC 4383","","","","G","12.18","1.67","Com"
"2","NGC4483","NGC 4483","","","","G","12.18","1.65","Vir"
"2","NGC4485","NGC 4485","","","","G","12.18","2.01","CVn"
"2","NGC5324","NGC 5324","","","","G","12.18","2.22","Vir"
"2","NGC5480","NGC 5480","","","","G","12.18","1.67","UMa"
"2","NGC7302","NGC 7302","","","","G","12.18","1.73","Aqr"
"2","NGC7711","NGC 7711","","","","G","12.18","2.43","Peg"
"2","IC4453","IC 4453","","","","G","12.19","2.09","Hya"
"2","IC4712","IC 4712","","","","G","12.19","1.99","Pav"
"2","NGC0439","NGC 439","","","","G","12.19","3.38","Scl"
"2","NGC0541","NGC 541","","","","G","12.19","2.16","Cet"
"2","NGC1035","NGC 1035","","","","G","12.19","2.08","Cet"
"2","NGC1184","NGC 1184","","","","G","12.19","3.54","Cep"
"2","NGC2082","NGC 2082","","","","G","12.19","2.06","Dor"
"2","NGC2365","NGC 2365","","","","G","12.19","2.75","Gem"
"2","NGC2441","NGC 2441","","","","G","12.19","1.98","Cam"
"2","NGC2712","NGC 2712","","","","G","12.19","2.93","Lyn"
"2","NGC2716","NGC 2716","","","","G","12.19","1.63","Hya"
"2","NGC3381","NGC 3381","","","","G","12.19","2.02","LMi"
"2","NGC3437","NGC 3437","","","","G","12.19","2.35","Leo"
"2","NGC3642","NGC 3642","","","","G","12.19","4.27","UMa"
"2","NGC4204","NGC 4204","","","","G","12.19","4.06","Com"
"2","NGC5629","NGC 5629","","","","G","12.19","1.71","Boo"
"2","NGC5839","NGC 5839","","","","G","12.19","1.44","Vir"
"2","NGC5869","NGC 5869","","","","G","12.19","2.17","Vir"
"2","NGC7135","NGC 7135","","","","G","12.19","2.6","PsA"
"2","NGC0661","NGC 661","","","","G","12.2","1.91","Tri"
"2","NGC1979","NGC 1979","","","","G","12.2","1.88","Lep"
"2","NGC2185","NGC 2185","","","","EN","12.2","2","Mon"
